p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
e72b901b-3819-43c4-8378-1ed3670357af_39_14_15,e72b901b-3819-43c4-8378-1ed3670357af_39_11_12,e72b901b-3819-43c4-8378-1ed3670357af,39,,0.996,"{All,three,officers,--,identified,by,the,GBI,as,Jones,"","",Quhanna,Lloyd,and,Timothy,Harden,--,have,been,placed,on,administrative,le,e.,Police,officers,have,mistakenly,forced,their,way,inside,homes,before,in,Atlanta,"","",at,least,once,with,deadly,consequences,.}",Timothy Harden,14,15,Quhanna Lloyd,11,12,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[PERSON O]_[O]"",""INV_W_NER_L_2_R_3_[PERSON O]_[O O O]"",""INV_W_LEMMA_L_1_R_1_[,]_[--]"",""INV_W_NER_L_3_R_3_[O PERSON O]_[O O O]"",""INV_W_NER_L_3_R_1_[O PERSON O]_[O]"",""INV_W_NER_L_2_R_2_[PERSON O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O PERSON O]_[O O]"",""INV_W_LEMMA_L_1_R_3_[,]_[-- have be]"",""INV_W_LEMMA_L_1_R_2_[,]_[-- have]"",""INV_W_LEMMA_L_3_R_3_[as Jones ,]_[-- have be]"",""INV_W_LEMMA_L_2_R_3_[Jones ,]_[-- have be]"",""INV_W_LEMMA_L_3_R_2_[as Jones ,]_[-- have]"",""INV_W_LEMMA_L_3_R_1_[as Jones ,]_[--]"",""INV_W_LEMMA_L_2_R_2_[Jones ,]_[-- have]"",""INV_W_LEMMA_L_2_R_1_[Jones ,]_[--]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,0.219782,-0.20124,-0.182793,-0.0907332,-0.073407,-0.0502434,-0.044868,-0.0407692,-0.0271808,-0.00331375,-0.00331375,0,0,0,0,0,0}"
2401a7a4-adae-40b5-ad4b-c1c01faa44c4_28_21_21,2401a7a4-adae-40b5-ad4b-c1c01faa44c4_28_23_23,2401a7a4-adae-40b5-ad4b-c1c01faa44c4,28,,0.999,"{Growing,up,so,fast,:,Victoria,was,quick,to,point,out,that,her,three,sons,-LRB-,from,left,-RRB-,Brooklyn,"","",Romeo,and,Cruz,were,getting,bigger,by,the,day,as,they,celebrated,the,birthday,with,a,meal,out,And,"","",never,too,old,for,one,of,daddy,'s,kisses,"","",dad,David,was,also,seen,smothering,his,second,born,with,love,on,Tuesday,.}",Romeo,21,21,Cruz,23,23,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_0],""W_NER_L_3_R_1_[O LOCATION O]_[O]"",""BETW_L_[conj_and conj_and]"",""W_NER_L_2_R_2_[LOCATION O]_[O O]"",""W_NER_L_2_R_1_[LOCATION O]_[O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_3_R_2_[O LOCATION O]_[O O]"",""W_LEMMA_L_1_R_1_[,]_[be]"",""W_NER_L_3_R_3_[O LOCATION O]_[O O O]"",""W_NER_L_2_R_3_[LOCATION O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_2_[-rrb- Brooklyn ,]_[be get]"",""W_LEMMA_L_1_R_3_[,]_[be get bigger]"",""W_LEMMA_L_3_R_3_[-rrb- Brooklyn ,]_[be get bigger]"",""BETW_[conj_and Brooklyn conj_and]"",""W_LEMMA_L_2_R_1_[Brooklyn ,]_[be]"",""W_LEMMA_L_1_R_2_[,]_[be get]"",""W_LEMMA_L_2_R_2_[Brooklyn ,]_[be get]"",""W_LEMMA_L_3_R_1_[-rrb- Brooklyn ,]_[be]"",""W_LEMMA_L_2_R_3_[Brooklyn ,]_[be get bigger]"",""BETW_D_[conj_and Brooklyn conj_and]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.518601,0.306903,0.215372,-0.209187,0.166371,0.159001,-0.0705279,0.0446875,0.0105297,-0.00977368,-0.00337211,0,0,0,0,0,0,0,0,0,0}"
bdecf4c6-81eb-4851-b30c-84f80ff58048_126_18_19,bdecf4c6-81eb-4851-b30c-84f80ff58048_126_21_22,bdecf4c6-81eb-4851-b30c-84f80ff58048,126,,0.979,"{He,was,preceded,in,death,by,his,wife,"","",Carol,M.,McFarland,Kelley,;,and,three,sisters,"","",Benita,Ball,"","",Hertha,Dick,"","",and,Carolyn,Smith,.}",Benita Ball,18,19,Hertha Dick,21,22,"{NER_SEQ_[O],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""POS_SEQ_[,]"",""WORD_SEQ_[,]"",""LEMMA_SEQ_[,]"",W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[,]_[,]"",""W_NER_L_3_R_2_[NUMBER O O]_[O O]"",LENGTHS_[2_2],""W_NER_L_1_R_3_[O]_[O O PERSON]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[NUMBER O O]_[O]"",BETW_[appos],BETW_L_[appos],BETW_D_[appos],""W_NER_L_2_R_3_[O O]_[O O PERSON]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_LEMMA_L_1_R_2_[,]_[, and]"",""W_LEMMA_L_2_R_1_[sister ,]_[,]"",""W_LEMMA_L_3_R_1_[three sister ,]_[,]"",""W_LEMMA_L_2_R_2_[sister ,]_[, and]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_NER_L_3_R_3_[NUMBER O O]_[O O PERSON]"",""W_LEMMA_L_3_R_3_[three sister ,]_[, and Carolyn]"",""W_LEMMA_L_1_R_3_[,]_[, and Carolyn]"",""W_LEMMA_L_3_R_2_[three sister ,]_[, and]"",""W_LEMMA_L_2_R_3_[sister ,]_[, and Carolyn]""}","{2.9128,-2.0591,-1.87337,0.799292,0.799292,0.799292,-0.692339,0.464041,0.265898,0.223318,-0.172451,-0.144905,0.144814,0.143194,0.143193,0.143193,-0.115701,0.0691858,0.0636042,-0.0204238,-0.00590328,0.0041951,-0.00337211,0.000622742,0,0,0,0}"
bdecf4c6-81eb-4851-b30c-84f80ff58048_126_21_22,bdecf4c6-81eb-4851-b30c-84f80ff58048_126_18_19,bdecf4c6-81eb-4851-b30c-84f80ff58048,126,,0.973,"{He,was,preceded,in,death,by,his,wife,"","",Carol,M.,McFarland,Kelley,;,and,three,sisters,"","",Benita,Ball,"","",Hertha,Dick,"","",and,Carolyn,Smith,.}",Hertha Dick,21,22,Benita Ball,18,19,"{INV_NER_SEQ_[O],""INV_NGRAM_1_[,]"",IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],""INV_POS_SEQ_[,]"",""INV_WORD_SEQ_[,]"",""INV_LEMMA_SEQ_[,]"",""INV_W_LEMMA_L_1_R_1_[,]_[,]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_3_R_2_[NUMBER O O]_[O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_1_R_3_[O]_[O O PERSON]"",""INV_W_NER_L_3_R_1_[NUMBER O O]_[O]"",""INV_W_NER_L_2_R_3_[O O]_[O O PERSON]"",INV_BETW_D_[appos],INV_BETW_L_[appos],INV_BETW_[appos],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_LEMMA_L_1_R_2_[,]_[, and]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_LEMMA_L_2_R_2_[sister ,]_[, and]"",""INV_W_LEMMA_L_3_R_1_[three sister ,]_[,]"",""INV_W_NER_L_3_R_3_[NUMBER O O]_[O O PERSON]"",""INV_W_LEMMA_L_2_R_1_[sister ,]_[,]"",""INV_W_LEMMA_L_3_R_2_[three sister ,]_[, and]"",""INV_W_LEMMA_L_3_R_3_[three sister ,]_[, and Carolyn]"",""INV_W_LEMMA_L_1_R_3_[,]_[, and Carolyn]"",""INV_W_LEMMA_L_2_R_3_[sister ,]_[, and Carolyn]""}","{2.94252,-2.07326,-1.41634,-0.949953,0.79178,0.79178,0.79178,0.620401,-0.282554,0.281711,0.219782,-0.181359,-0.180971,0.177028,-0.176293,0.148789,0.148789,0.148789,0.055645,0.0461265,-0.0407692,0.0114384,-0.00381511,0.00346288,-0.000428084,0,0,0,0}"
ef5d7b9f-6ca7-47d3-85e0-bb6e369859d5_27_1_1,ef5d7b9f-6ca7-47d3-85e0-bb6e369859d5_27_3_3,ef5d7b9f-6ca7-47d3-85e0-bb6e369859d5,27,,0.948,"{``,John,"","",John,"","",I,'m,not,done,yet,"","",John,"","",'',Christie,id,.}",John,1,1,John,3,3,"{NER_SEQ_[O],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""LEMMA_SEQ_[,]"",""WORD_SEQ_[,]"",""POS_SEQ_[,]"",W_NER_L_1_R_1_[O]_[O],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",BETW_[appos],BETW_L_[appos],BETW_D_[appos],""W_NER_L_3_R_1_[O O O]_[O]"",LENGTHS_[0_0],""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_LEMMA_L_1_R_1_[``]_[,]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_LEMMA_L_2_R_1_[. ``]_[,]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_1_[id . ``]_[,]"",""W_LEMMA_L_3_R_2_[id . ``]_[, I]"",""W_LEMMA_L_2_R_3_[. ``]_[, I be]"",""W_LEMMA_L_2_R_2_[. ``]_[, I]"",""W_LEMMA_L_1_R_2_[``]_[, I]"",""W_LEMMA_L_1_R_3_[``]_[, I be]"",""W_LEMMA_L_3_R_3_[id . ``]_[, I be]""}","{2.9128,-2.0591,-1.87337,0.799292,0.799292,0.799292,-0.692339,0.159001,-0.144905,0.143194,0.143193,0.143193,-0.141798,0.130631,-0.0915892,0.0691858,-0.0662991,0.0456837,0.0230933,-0.0128034,-0.00337211,-0.00249501,0,0,0,0,0,0}"
1a8bd5a7-6bb5-45bb-872d-e7e95aac4791_8_3_4,1a8bd5a7-6bb5-45bb-872d-e7e95aac4791_8_6_7,1a8bd5a7-6bb5-45bb-872d-e7e95aac4791,8,,0.955,"{Carly,Florina,"","",Marco,Rubio,and,Chris,Christie,seem,to,have,received,the,best,notices,"","",but,should,they,be,discouraged,if,their,numbers,do,n't,increase,when,the,next,big,major,polls,are,released,in,the,coming,days,?}",Marco Rubio,3,4,Chris Christie,6,7,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_NER_L_2_R_1_[PERSON O]_[O]"",LENGTHS_[2_2],""BETW_L_[conj_and conj_and]"",""W_NER_L_2_R_3_[PERSON O]_[O O O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_3_R_1_[PERSON PERSON O]_[O]"",""W_NER_L_3_R_3_[PERSON PERSON O]_[O O O]"",""W_NER_L_3_R_2_[PERSON PERSON O]_[O O]"",""W_NER_L_2_R_2_[PERSON O]_[O O]"",""W_LEMMA_L_1_R_1_[,]_[seem]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[,]_[seem to]"",""W_LEMMA_L_3_R_1_[Carly Florina ,]_[seem]"",""W_LEMMA_L_3_R_3_[Carly Florina ,]_[seem to have]"",""W_LEMMA_L_1_R_3_[,]_[seem to have]"",""W_LEMMA_L_2_R_2_[Florina ,]_[seem to]"",""W_LEMMA_L_3_R_2_[Carly Florina ,]_[seem to]"",""W_LEMMA_L_2_R_1_[Florina ,]_[seem]"",""W_LEMMA_L_2_R_3_[Florina ,]_[seem to have]"",""BETW_D_[conj_and Florina conj_and]"",""BETW_[conj_and Florina conj_and]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.248478,0.223318,0.215372,-0.179293,0.159001,-0.133091,-0.1253,0.019939,-0.0100601,-0.00631521,-0.00337211,-0.0013252,0,0,0,0,0,0,0,0,0}"
66b33b52-3e29-48a8-949e-88f557fd50da_25_4_4,66b33b52-3e29-48a8-949e-88f557fd50da_25_6_6,66b33b52-3e29-48a8-949e-88f557fd50da,25,,0.984,"{``,And,obviously,with,Pat,and,Wally,this,year,we,'ve,felt,like,I,still,had,to,play,a,very,key,role,with,the,team,dynamics,and,as,a,sub-in,singles,player,and,on,the,doubles,court,...,just,have,a,bit,of,added,experience,out,there,for,the,boys,.}",Pat,4,4,Wally,6,6,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[0_1],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],W_NER_L_1_R_1_[O]_[DATE],""W_NER_L_1_R_3_[O]_[DATE DATE O]"",""W_NER_L_2_R_3_[O O]_[DATE DATE O]"",""W_NER_L_2_R_1_[O O]_[DATE]"",""W_NER_L_1_R_2_[O]_[DATE DATE]"",""W_NER_L_3_R_3_[O O O]_[DATE DATE O]"",""W_NER_L_3_R_1_[O O O]_[DATE]"",""W_NER_L_3_R_2_[O O O]_[DATE DATE]"",""W_NER_L_2_R_2_[O O]_[DATE DATE]"",W_LEMMA_L_1_R_1_[with]_[this],""W_LEMMA_L_3_R_3_[and obviously with]_[this year we]"",""W_LEMMA_L_2_R_1_[obviously with]_[this]"",""W_LEMMA_L_2_R_2_[obviously with]_[this year]"",""W_LEMMA_L_3_R_1_[and obviously with]_[this]"",""W_LEMMA_L_3_R_2_[and obviously with]_[this year]"",""W_LEMMA_L_2_R_3_[obviously with]_[this year we]"",""W_LEMMA_L_1_R_3_[with]_[this year we]"",""W_LEMMA_L_1_R_2_[with]_[this year]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.421531,0.329788,0.325916,0.324841,-0.247329,-0.146481,-0.123642,-0.12084,-0.0965915,-0.0928179,-0.0599259,0.0387966,-0.0163377,0,0,0,0,0,0,0,0,0}"
fbeb9c46-75af-4d13-b5ef-17d41c2d3862_22_13_14,fbeb9c46-75af-4d13-b5ef-17d41c2d3862_22_16_17,fbeb9c46-75af-4d13-b5ef-17d41c2d3862,22,,0.987,"{The,Men,'s,four-wood,pairs,between,Bob,Lewis,and,Alan,Stockham,"","",versus,Berwyn,Lansley,and,Rob,Grant,was,not,for,those,of,a,nervous,disposition,.}",Berwyn Lansley,13,14,Rob Grant,16,17,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_NER_L_3_R_1_[PERSON O O]_[O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_3_R_2_[PERSON O O]_[O O]"",LENGTHS_[2_1],""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_3_[PERSON O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",W_LEMMA_L_1_R_1_[versus]_[be],""W_LEMMA_L_1_R_2_[versus]_[be not]"",""BETW_L_[conj_versus conj_and]"",""W_LEMMA_L_2_R_2_[, versus]_[be not]"",""W_LEMMA_L_1_R_3_[versus]_[be not for]"",""W_LEMMA_L_2_R_1_[, versus]_[be]"",""W_LEMMA_L_3_R_3_[Stockham , versus]_[be not for]"",""W_LEMMA_L_3_R_2_[Stockham , versus]_[be not]"",""W_LEMMA_L_3_R_1_[Stockham , versus]_[be]"",""BETW_[conj_versus pair conj_and]"",""W_LEMMA_L_2_R_3_[, versus]_[be not for]"",""BETW_D_[conj_versus pair conj_and]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.409638,0.159001,-0.158015,-0.151007,-0.144905,-0.0884105,0.0691858,0.0230933,-0.00337211,-0.00249501,-0.00249501,-0.00249501,0,0,0,0,0,0,0,0,0}"
fdfa0d12-b8a9-4888-bb46-28aed5773ed5_26_2_2,fdfa0d12-b8a9-4888-bb46-28aed5773ed5_26_4_4,fdfa0d12-b8a9-4888-bb46-28aed5773ed5,26,,0.989,"{The,couple,Ermold,and,Moore,"","",together,for,17,years,"","",cried,and,swayed,as,they,eventually,left,the,clerk,'s,office,.}",Ermold,2,2,Moore,4,4,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_LEMMA_L_1_R_1_[couple]_[,]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[couple]_[, together]"",""W_LEMMA_L_2_R_3_[the couple]_[, together for]"",""W_LEMMA_L_1_R_3_[couple]_[, together for]"",""W_LEMMA_L_3_R_1_[. the couple]_[,]"",""W_LEMMA_L_3_R_2_[. the couple]_[, together]"",""W_LEMMA_L_3_R_3_[. the couple]_[, together for]"",""W_LEMMA_L_2_R_1_[the couple]_[,]"",""W_LEMMA_L_2_R_2_[the couple]_[, together]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0309617,0.0230933,-0.00337211,0,0,0,0,0,0,0,0}"
0e4ec287-dfc2-4203-80e2-0430ccd628c7_17_2_2,0e4ec287-dfc2-4203-80e2-0430ccd628c7_17_0_0,0e4ec287-dfc2-4203-80e2-0430ccd628c7,17,,0.986,"{Whitney,and,Andrew,are,next,to,be,critiqued,and,it,takes,a,moment,for,the,judges,to,notice,The,Blair,Witch,Project,twig,arrangement,dangling,behind,them,.}",Andrew,2,2,Whitney,0,0,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[.]_[be],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_3_[behind they .]_[be next to]"",""INV_W_LEMMA_L_3_R_2_[behind they .]_[be next]"",""INV_W_LEMMA_L_3_R_1_[behind they .]_[be]"",""INV_W_LEMMA_L_1_R_2_[.]_[be next]"",""INV_W_LEMMA_L_2_R_2_[they .]_[be next]"",""INV_W_LEMMA_L_2_R_1_[they .]_[be]"",""INV_W_LEMMA_L_2_R_3_[they .]_[be next to]"",""INV_W_LEMMA_L_1_R_3_[.]_[be next to]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.184715,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0}"
1e5fc1a3-0de0-47c9-a9d9-549cfa077510_13_6_7,1e5fc1a3-0de0-47c9-a9d9-549cfa077510_13_3_4,1e5fc1a3-0de0-47c9-a9d9-549cfa077510,13,,0.999,"{Elizondo,starred,with,Dan,Aykroyd,and,Michelle,Pfeiffer,in,PBS,',Great,Performances,:,Tales,from,the,Hollywood,Hills,:,Natica,Jackson,-LRB-,1987,-RRB-,-LRB-,based,on,a,collection,of,John,O’Hara,stories,-RRB-,and,made,his,debut,as,a,stage,director,with,a,production,of,``,Villa,!,''}",Michelle Pfeiffer,6,7,Dan Aykroyd,3,4,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[3_2],""INV_W_NER_L_3_R_1_[PERSON O O]_[O]"",INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_2_[O]_[O ORGANIZATION]"",""INV_W_NER_L_1_R_3_[O]_[O ORGANIZATION O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_2_R_2_[O O]_[O ORGANIZATION]"",""INV_W_NER_L_2_R_3_[O O]_[O ORGANIZATION O]"",""INV_W_NER_L_3_R_2_[PERSON O O]_[O ORGANIZATION]"",INV_W_LEMMA_L_1_R_1_[with]_[in],""INV_W_NER_L_3_R_3_[PERSON O O]_[O ORGANIZATION O]"",""INV_W_LEMMA_L_2_R_2_[star with]_[in PBS]"",""INV_W_LEMMA_L_1_R_3_[with]_[in PBS ']"",""INV_W_LEMMA_L_3_R_1_[Elizondo star with]_[in]"",""INV_W_LEMMA_L_2_R_1_[star with]_[in]"",""INV_W_LEMMA_L_1_R_2_[with]_[in PBS]"",""INV_W_LEMMA_L_3_R_2_[Elizondo star with]_[in PBS]"",""INV_W_LEMMA_L_2_R_3_[star with]_[in PBS ']"",""INV_W_LEMMA_L_3_R_3_[Elizondo star with]_[in PBS ']""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.39776,-0.349713,0.334665,0.330707,0.324957,-0.282554,-0.264937,-0.206335,-0.181359,-0.114657,-0.110807,-0.0269384,-0.0241886,-0.0109171,0,0,0,0,0,0,0,0}"
8459c244-416b-40db-9f17-adcbc1696409_30_24_24,8459c244-416b-40db-9f17-adcbc1696409_30_26_26,8459c244-416b-40db-9f17-adcbc1696409,30,,0.92,"{The,only,way,he,could,know,that,was,if,he,was,in,bed,between,them,"","",and,that,never,happene,n,Four,months,after,Franie,died,Reggie,stabbed,fellow,gangster,Jack,`,the,Hat,',McVitie,to,death,at,a,party,in,front,of,16,witnesses,while,high,on,a,cocktail,of,drink,and,dr,s,.}",Franie,24,24,Reggie,26,26,"{NER_SEQ_[O],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_1],""BETW_L_[nsubj dobj]"",""W_NER_L_1_R_3_[O]_[O O O]"",POS_SEQ_[VBD],""W_NER_L_3_R_3_[DURATION DURATION O]_[O O O]"",""W_NER_L_2_R_1_[DURATION O]_[O]"",""W_NER_L_3_R_1_[DURATION DURATION O]_[O]"",""W_NER_L_3_R_2_[DURATION DURATION O]_[O O]"",NGRAM_1_[die],""W_NER_L_2_R_2_[DURATION O]_[O O]"",""W_NER_L_2_R_3_[DURATION O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_3_[month after]_[stab fellow gangster]"",""BETW_[nsubj die dobj]"",W_LEMMA_L_1_R_1_[after]_[stab],""W_LEMMA_L_3_R_2_[four month after]_[stab fellow]"",""W_LEMMA_L_1_R_2_[after]_[stab fellow]"",""W_LEMMA_L_2_R_2_[month after]_[stab fellow]"",""W_LEMMA_L_3_R_1_[four month after]_[stab]"",""W_LEMMA_L_1_R_3_[after]_[stab fellow gangster]"",""W_LEMMA_L_3_R_3_[four month after]_[stab fellow gangster]"",""W_LEMMA_L_2_R_1_[month after]_[stab]"",""BETW_D_[nsubj die dobj]"",WORD_SEQ_[died],LEMMA_SEQ_[die]}","{2.9128,-1.87337,-0.692339,-0.327916,0.182887,0.159001,0.126063,0.117047,-0.113372,0.0945285,0.0831163,-0.069735,-0.0552125,-0.0265271,-0.00337211,0,0,0,0,0,0,0,0,0,0,0,0,0}"
8ac4a4cf-3ed4-489d-96d9-1374c3423dea_105_3_4,8ac4a4cf-3ed4-489d-96d9-1374c3423dea_105_0_1,8ac4a4cf-3ed4-489d-96d9-1374c3423dea,105,,0.996,"{Jon,Hamm,and,Jennifer,Westfeldt,have,called,it,quits,after,18,years,together,"","",which,is,very,sad,except,that,this,means,that,Jon,Hamm,is,now,single,.}",Jennifer Westfeldt,3,4,Jon Hamm,0,1,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",INV_W_LEMMA_L_1_R_1_[.]_[have],""INV_W_NER_L_3_R_3_[DATE O O]_[O O O]"",""INV_W_NER_L_3_R_2_[DATE O O]_[O O]"",""INV_W_NER_L_3_R_1_[DATE O O]_[O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",INV_LENGTHS_[3_1],""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_LEMMA_L_3_R_3_[now single .]_[have call it]"",""INV_W_LEMMA_L_1_R_3_[.]_[have call it]"",""INV_W_LEMMA_L_1_R_2_[.]_[have call]"",""INV_W_LEMMA_L_2_R_3_[single .]_[have call it]"",""INV_W_LEMMA_L_3_R_2_[now single .]_[have call]"",""INV_W_LEMMA_L_3_R_1_[now single .]_[have]"",""INV_W_LEMMA_L_2_R_2_[single .]_[have call]"",""INV_W_LEMMA_L_2_R_1_[single .]_[have]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,0.145044,-0.125296,-0.0957801,0.0710944,0.055645,0.0420063,-0.0407692,0.00925519,0,0,0,0,0,0,0,0}"
