relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length
LTW_ENG_20070921.0091.LDC2009T13_10_17-LTW_ENG_20070921.0091.LDC2009T13_10_37,LTW_ENG_20070921.0091.LDC2009T13_10,Amy Brenneman-Bernadette,,0.11,"{When,Jocelyn,-LRB-,Maria,Bello,-RRB-,loses,her,beloved,dog,to,the,great,beyond,and,Sylvia,-LRB-,Amy,Brenneman,-RRB-,loses,her,beloved,husband,to,a,woman,from,the,office,in,the,same,week,"","",their,friend,Bernadette,-LRB-,Kathy,Baker,-RRB-,decides,what,they,need,is,a,six-pack,of,Jane,and,some,company,.}",17,2,37,1
AFP_ENG_20070803.5005.LDC2009T13_752_58-AFP_ENG_20070803.5005.LDC2009T13_752_72,AFP_ENG_20070803.5005.LDC2009T13_752,Adam Hammill-Lee Peltier,,0.032,"{OUT,:,Craig,Bellamy,-LRB-,West,Ham,-RRB-,7.5,m,"","",Djibril,Cisse,-LRB-,Marseille,-RRB-,6m,"","",Mark,Gonzalez,-LRB-,Real,Betis,-RRB-,4.2,m,"","",Luis,Garcia,-LRB-,Atletico,Madrid,-RRB-,3.3,m,"","",Boudewijn,Zenden,-LRB-,Marseille,-RRB-,free,"","",Jerzy,Dudek,-LRB-,Real,Madrid,-RRB-,free,"","",Robbie,Fowler,-LRB-,Cardiff,-RRB-,free,"","",Adam,Hammill,-LRB-,Southampton,-RRB-,season-loan,"","",Godwin,Antwi,-LRB-,Hartlepool,-RRB-,season-loan,"","",Lee,Peltier,-LRB-,Yeovil,-RRB-,six-month,loan}",58,2,72,2
APW_ENG_20080526.1056.LDC2009T13_418_25-APW_ENG_20080526.1056.LDC2009T13_418_22,APW_ENG_20080526.1056.LDC2009T13_418,Justin Leonard-Martin Kaymer,,0.02,"{Top,50,in,the,world,ranking,on,May,26,:,Ian,Poulter,"","",Stuart,Appleby,"","",Robert,Karlsson,"","",Sean,O'Hair,"","",Martin,Kaymer,"","",Justin,Leonard,"","",Mike,Weir,"","",J.B.,Holmes,"","",Rod,Pampling,.}",25,2,22,2
15241@75_49-15241@75_12,15241@75,Hicks-Lisa Nichols,,0.004,"{For,the,second,version,of,``,The,Secret,"","",'',Byrne,used,Lisa,Nichols,"","",an,author,of,``,Chicken,Soup,for,the,African-American,Soul,"","",'',and,Marci,Shimoff,"","",an,author,of,``,Chicken,Soup,for,the,Woman,'s,Soul,"","",'',to,fill,gaps,left,by,Hicks,',removal,.}",49,1,12,2
eng-NG-31-140133-9885504_61_54-eng-NG-31-140133-9885504_61_48,eng-NG-31-140133-9885504_61,Dave-Sid,,0.002,"{Yanchar,"","",Bill,DT,Purdue,1970,Yonaker,"","",John,DE,Notre,Dame,1946-49,Young,"","",David,DB,Georgia,Southern,##,2003,Young,"","",George,DE,Georgia,1946-53,Young,"","",Glen,WR,Mississippi,1984-85,"","",1987-88,Youngblood,"","",George,DB,California,State,-LRB-,Los,Angeles,-RRB-,1967,Youngelman,"","",Sid,DT,Alabama,1959,Yovanovits,"","",Dave,OL,Temple,2005}",54,1,48,1
APW_ENG_20080223.0069.LDC2009T13_268_32-APW_ENG_20080223.0069.LDC2009T13_268_0,APW_ENG_20080223.0069.LDC2009T13_268,Kurt Busch-Matt Kenseth,f,0.002,"{Matt,Kenseth,"","",winner,of,the,last,two,February,races,here,"","",will,start,fourth,"","",followed,by,Casey,Mears,"","",Tony,Stewart,"","",Sam,Hornish,Jr.,--,using,Penske,Racing,teammate,Kurt,Busch,'s,2007,points,--,Jeff,Burton,"","",Carl,Edwards,and,Kevin,Harvick,.}",32,2,0,2
NYT_ENG_20081005.0160.LDC2009T13_729_28-NYT_ENG_20081005.0160.LDC2009T13_729_0,NYT_ENG_20081005.0160.LDC2009T13_729,Van Dyke Parks-Rossen,,0.014,"{Rossen,and,Nicolaus,are,enthusiastic,fans,of,Brian,Wilson,'s,bootlegged,late-1960s,recordings,for,the,album,``,Smile,'',and,of,songwriters,steeped,in,Hollywood,pop,lore,like,Van,Dyke,Parks,"","",Randy,Newman,and,Harry,Nilsson,.}",28,3,0,1
AFP_ENG_20080412.0044.LDC2009T13_37_29-AFP_ENG_20080412.0044.LDC2009T13_37_9,AFP_ENG_20080412.0044.LDC2009T13_37,Daniele Bonera-Hassan Salihamidzich,,0.004,"{Goals,from,Alessandro,Del,Piero,"","",David,Trezeguet,and,Hassan,Salihamidzich,gave,the,hosts,the,edge,over,the,reigning,European,champions,"","",who,counted,two,Filippo,Inzaghi,goals,while,Daniele,Bonera,was,dismissed,in,the,second,half,.}",29,2,9,2
LTW_ENG_20080827.0022.LDC2009T13_10_18-LTW_ENG_20080827.0022.LDC2009T13_10_14,LTW_ENG_20080827.0022.LDC2009T13_10,Barack Obama-John McCain,f,0.046,"{We,already,know,the,two,main,candidates,in,November,'s,presidential,election,:,Republican,John,McCain,and,Democrat,Barack,Obama,.}",18,2,14,2
LTW_ENG_20071016.0110.LDC2009T13_9_31-LTW_ENG_20071016.0110.LDC2009T13_9_25,LTW_ENG_20071016.0110.LDC2009T13_9,Jim Gilmore-Michael Kirk,,0.046,"{In,Tuesday,night,'s,season,premiere,of,PBS,'s,``,Frontline,"","",'',titled,``,Cheney,'s,Law,"","",'',writer,-,director,-,producer,Michael,Kirk,and,producer,-,reporter,Jim,Gilmore,spell,it,out,right,up,front,:,For,30,years,"","",Dick,Cheney,has,dedicated,himself,to,expanding,the,power,of,the,presidency,"","",at,the,cost,of,just,about,everything,else,"","",including,"","",it,would,seem,"","",the,Constitution,.}",31,2,25,2
eng-NG-31-102460-10984739_65_23-eng-NG-31-102460-10984739_65_18,eng-NG-31-102460-10984739_65,Alvaro Uribe-Jalal Talabani,,0.022,"{Palin,was,then,to,``,fly,solo,'',meeting,separately,with,Afghanistan,President,Hamid,Karzai,"","",Iraqi,President,Jalal,Talabani,"","",Columbian,President,Alvaro,Uribe,"","",Pakistani,President,Asif,Ali,Zardari,and,Indian,Prime,Minister,Manmohan,Singh,.}",23,2,18,2
APW_ENG_20071203.0564.LDC2009T13_276_10-APW_ENG_20071203.0564.LDC2009T13_276_7,APW_ENG_20071203.0564.LDC2009T13_276,Prasanna Jayawardene-Jehan Mubarak,,0.062,"{Still,to,bat,:,Chamara,Silva,"","",Jehan,Mubarak,"","",Prasanna,Jayawardene,"","",Chaminda,Vaas,"","",Lasith,Malinga,"","",Dilhara,Fernando,and,Muttiah,Muralitharan,.}",10,2,7,2
eng-NG-31-141569-9959180_1432_0-eng-NG-31-141569-9959180_1432_9,eng-NG-31-141569-9959180_1432,Exxon Valdez-William Sound,,0.05,"{Exxon,Valdez,"","",1989,:,""37,000"",tonnes,off,Prince,William,Sound,"","",Alaska}",0,2,9,2
AFP_ENG_20070314.0274.LDC2009T13_119_2-AFP_ENG_20070314.0274.LDC2009T13_119_39,AFP_ENG_20070314.0274.LDC2009T13_119,Scott Brown-Scott Severin,,0.004,"{Midfielders,:,Scott,Brown,-LRB-,Hibernian,-RRB-,"","",Chris,Burke,-LRB-,Rangers,-RRB-,"","",Barry,Ferguson,-LRB-,Rangers,-RRB-,"","",Paul,Hartley,-LRB-,Celtic,-RRB-,"","",Lee,McCulloch,-LRB-,""Wigan\\/ENG"",-RRB-,"","",Nigel,Quashie,-LRB-,West,""Ham\\/ENG"",-RRB-,"","",Scott,Severin,-LRB-,Aberdeen,-RRB-,"","",Gary,Teale,-LRB-,""Derby\\/ENG"",-RRB-}",2,2,39,2
APW_ENG_20080429.0052.LDC2009T13_573_2-APW_ENG_20080429.0052.LDC2009T13_573_28,APW_ENG_20080429.0052.LDC2009T13_573,Hu Jintao-Liu Zhijun,,0.002,"{Chinese,President,Hu,Jintao,and,Premier,Wen,Jiabao,issued,directives,urging,an,all-out,rescue,effort,"","",Xinhua,said,"","",and,Vice,Premier,Zhang,Dejiang,and,Minister,of,Railways,Liu,Zhijun,were,immediately,sent,to,oversee,the,rescue,operation,.}",2,2,28,2
AFP_ENG_20070116.0343.LDC2009T13_564_4-AFP_ENG_20070116.0343.LDC2009T13_564_9,AFP_ENG_20070116.0343.LDC2009T13_564,Ahmadinejad-Hugo Chavez,,0.024,"{During,the,visit,"","",Ahmadinejad,met,with,Venezuelan,President,Hugo,Chavez,"","",Ecuadorian,President,Rafael,Correa,and,Nicaraguan,President,Daniel,Ortega,"","",all,leftist,leaders,who,share,Iran,'s,anti-American,stand,.}",4,1,9,2
APW_ENG_20080509.0852.LDC2009T13_194_1-APW_ENG_20080509.0852.LDC2009T13_194_10,APW_ENG_20080509.0852.LDC2009T13_194,Peter DeFazio-Obama,,0.03,"{Rep.,Peter,DeFazio,of,Oregon,also,plans,to,formally,endorse,Obama,and,campaign,with,him,at,events,Friday,in,Eugene,and,Albany,"","",Oregon,.}",1,2,10,1
LTW_ENG_20070113.0120.LDC2009T13_133_9-LTW_ENG_20070113.0120.LDC2009T13_133_16,LTW_ENG_20070113.0120.LDC2009T13_133,Evan Bayh-John McHugh,,0.002,"{Clinton,landed,in,Kuwait,on,Friday,night,with,Sen.,Evan,Bayh,"","",D-Indiana,"","",and,Rep.,John,McHugh,"","",R-N.Y.,"","",and,will,meet,Prime,Minister,Nouri,al-Maliki,and,Shiite,cleric,Ayatollah,Abd,Al-Aziz,Al-Hakim,in,Baghdad,Saturday,.}",9,2,16,2
APW_ENG_20070216.0429.LDC2009T13_154_18-APW_ENG_20070216.0429.LDC2009T13_154_40,APW_ENG_20070216.0429.LDC2009T13_154,Jacob Oram-Craig McMillan,,0.002,"{Bowling,:,Daryl,Tuffey,8-0-29-0,-LRB-,1w,-RRB-,"","",Shane,Bond,9.3-2-23-5,-LRB-,1nb,"","",2w,-RRB-,"","",Jacob,Oram,10-0-22-0,"","",Mark,Gillespie,9-0-27-2,-LRB-,1w,-RRB-,"","",Daniel,Vettori,9-1-26-2,"","",Scott,Styris,2-0-15-0,-LRB-,1w,-RRB-,"","",Craig,McMillan,2-0-3-1,.}",18,2,40,2
AFP_ENG_20070925.0538.LDC2009T13_189_21-AFP_ENG_20070925.0538.LDC2009T13_189_18,AFP_ENG_20070925.0538.LDC2009T13_189,Mizzima-Sein Win,,0.006,"{``,People,were,saying,they,wanted,to,see,more,pictures,of,Aung,San,Suu,Kyi,"","",'',said,Sein,Win,"","",Mizzima,'s,managing,editor,.}",21,1,18,2
NYT_ENG_20070221.0239.LDC2009T13_178_16-NYT_ENG_20070221.0239.LDC2009T13_178_27,NYT_ENG_20070221.0239.LDC2009T13_178,Jacqueline Kennedy-John F. Kennedy,,0.162,"{Panagopoulos,said,his,company,already,has,received,dozens,of,bids,for,the,memorabilia,"","",which,include,Jacqueline,Kennedy,'s,old,hand,towels,"","",a,life,ring,from,John,F.,Kennedy,'s,sailboat,"","",Victura,"","",and,letters,Jacqueline,Kennedy,wrote,to,Joan,while,she,and,the,senator,were,experiencing,marital,turbulence,"","",he,said,.}",16,2,27,3
LTW_ENG_20081107.0036.LDC2009T13_198_35-LTW_ENG_20081107.0036.LDC2009T13_198_37,LTW_ENG_20081107.0036.LDC2009T13_198,Wheeler-Ronnie,,0.036,"{Danny,must,connect,with,Augie,"","",of,course,"","",in,order,to,redeem,himself,and,reclaim,his,sweetie,-LRB-,Elizabeth,Banks,"","",in,a,role,that,does,n't,let,her,do,much,-RRB-,"","",and,Wheeler,and,Ronnie,fill,in,the,subplot,.}",35,1,37,1
APW_ENG_20070808.1470.LDC2009T13_331_1-APW_ENG_20070808.1470.LDC2009T13_331_20,APW_ENG_20070808.1470.LDC2009T13_331,Andy Roddick-Mikhail Youzhny,f,0.006,"{Fifth-seeded,Andy,Roddick,advanced,with,a,6-1,"","",7-6,-LRB-,5,-RRB-,victory,over,Arnaud,Clement,"","",and,14th,seed,Mikhail,Youzhny,defeated,Stanislas,Wawrinka,6-4,"","",6-4,"","",but,it,was,otherwise,a,difficult,day,for,seeded,players,.}",1,2,20,2
eng-WL-11-174583-12937372_105_36-eng-WL-11-174583-12937372_105_21,eng-WL-11-174583-12937372_105,EMILE HIRSCH-Lars Lindstrom,,0.012,"{Pictures,-RRB-,DANIEL,DAY-LEWIS,""\\/"",Daniel,Plainview,--,``,There,Will,Be,Blood,'',-LRB-,Paramount,Vantage,-RRB-,RYAN,GOSLING,""\\/"",Lars,Lindstrom,--,``,Lars,And,The,Real,Girl,'',-LRB-,Sidney,Kimmel,Entertainment,-RRB-,EMILE,HIRSCH,""\\/"",Christopher,McCandless,--,``,Into,The,Wild,'',-LRB-,Paramount,Vantage,-RRB-,VIGGO,MORTENSEN,""\\/"",Nikolai,--,``,Eastern,Promises,'',-LRB-,Focus,Features,-RRB-}",36,2,21,2
APW_ENG_20070419.1651.LDC2009T13_64_5-APW_ENG_20070419.1651.LDC2009T13_64_3,APW_ENG_20070419.1651.LDC2009T13_64,Razzak-Omar,,0.012,"{Brian,Lara,c,Omar,b,Razzak,33}",5,1,3,1
APW_ENG_20080928.0654.LDC2009T13_276_3-APW_ENG_20080928.0654.LDC2009T13_276_13,APW_ENG_20080928.0654.LDC2009T13_276,Karim Benzema-Nancy,,0.014,"{On,Saturday,"","",Karim,Benzema,and,Fred,scored,to,lead,Lyon,2-1,over,Nancy,and,maintain,its,unbeaten,start,to,the,season,.}",3,2,13,1
APW_ENG_20071114.1250.LDC2009T13_271_58-APW_ENG_20071114.1250.LDC2009T13_271_71,APW_ENG_20071114.1250.LDC2009T13_271,O.J. Simpson-Ronald Goldman,,0.026,"{Regan,"","",known,for,such,provocative,best-sellers,as,Jose,Canseco,'s,``,Juiced,'',and,Jenna,Jameson,'s,``,How,to,Make,Love,Like,a,Porn,Star,"","",'',sued,nearly,a,year,to,the,day,that,the,world,learned,of,the,project,that,helped,end,her,reign,at,HarperCollins,:,``,If,I,Did,It,"","",'',O.J.,Simpson,'s,hypothetical,confession,to,the,killings,of,Nicole,Brown,Simpson,and,Ronald,Goldman,.}",58,2,71,2
NYT_ENG_20080716.0055.LDC2009T13_1661_16-NYT_ENG_20080716.0055.LDC2009T13_1661_10,NYT_ENG_20080716.0055.LDC2009T13_1661,Randy Udall-Ken Salazar,,0.016,"{Last,year,"","",with,Democrats,commanding,Capitol,Hill,"","",Sen.,Ken,Salazar,"","",D-Colo.,"","",and,Randy,Udall,'s,brother,"","",Rep.,Mark,Udall,"","",D-Colo.,"","",inserted,language,in,a,large,spending,bill,that,barred,the,Bureau,of,Land,Management,from,moving,beyond,the,research,leases,to,commercial,leasing,.}",16,2,10,2
APW_ENG_20080224.0276.LDC2009T13_288_7-APW_ENG_20080224.0276.LDC2009T13_288_10,APW_ENG_20080224.0276.LDC2009T13_288,Ashwell Prince-Johan Botha,,0.092,"{Still,to,bat,:,Jacques,Kallis,"","",Ashwell,Prince,"","",Johan,Botha,"","",AB,de,Villiers,"","",Mark,Boucher,"","",Morne,Morkel,"","",Dale,Steyn,"","",Makahya,Ntini,.}",7,2,10,2
APW_ENG_20070119.0875.LDC2009T13_105_19-APW_ENG_20070119.0875.LDC2009T13_105_35,APW_ENG_20070119.0875.LDC2009T13_105,Nicole Vaidisova-Nadia Petrova,,0.012,"{Women,:,No.,2,Amelie,Mauresmo,"","",No.,3,Svetlana,Kuznetsova,"","",No.,7,Elena,Dementieva,"","",No.,10,Nicole,Vaidisova,"","",No.,11,Jelena,Jankovic,"","",No.,16,Shahar,Peer,advanced,;,No.,5,Nadia,Petrova,lost,to,Serena,Williams,.}",19,2,35,2
NYT_ENG_20080721.0227.LDC2009T13_202_42-NYT_ENG_20080721.0227.LDC2009T13_202_34,NYT_ENG_20080721.0227.LDC2009T13_202,John Kerry-Teresa Heinz Kerry,,0.974,"{To,deal,with,this,"","",Michelle,Obama,has,a,new,chief,of,staff,and,a,widening,complement,of,aides,--,a,broader,support,network,than,Clinton,enjoyed,during,her,husband,'s,campaigns,"","",or,Teresa,Heinz,Kerry,"","",the,wife,of,Sen.,John,Kerry,"","",in,2004,.}",42,2,34,3
APW_ENG_20070928.0183.LDC2009T13_47_3-APW_ENG_20070928.0183.LDC2009T13_47_9,APW_ENG_20070928.0183.LDC2009T13_47,B.B. King-Paul McCartney,f,0.014,"{Elton,John,"","",B.B.,King,"","",Bonnie,Raitt,"","",Paul,McCartney,"","",Lenny,Kravitz,and,other,big-name,artists,joined,dozens,of,New,Orleans,musicians,in,recent,months,to,record,some,of,Domino,'s,most,memorable,hits,.}",3,2,9,2
LTW_ENG_20080926.0049.LDC2009T13_277_18-LTW_ENG_20080926.0049.LDC2009T13_277_0,LTW_ENG_20080926.0049.LDC2009T13_277,Georgiana-Simon McBurney,,0.006,"{Simon,McBurney,'s,Charles,Fox,-LRB-,Whig,politician,then,British,secretary,of,state,-RRB-,is,a,gnarly,little,Georgiana,fan,who,kicks,the,film,into,gear,whenever,he,'s,on,screen,.}",18,1,0,2
AFP_ENG_20071225.0100.LDC2009T13_203_1-AFP_ENG_20071225.0100.LDC2009T13_203_23,AFP_ENG_20071225.0100.LDC2009T13_203,Mary-Jesus,,0,"{``,Mary,and,Joseph,found,no,room,at,the,inn,;,they,had,to,make,do,in,a,stable,"","",and,the,new-born,Jesus,had,to,be,laid,in,a,manger,.}",1,1,23,1
AFP_ENG_20070629.0339.LDC2009T13_110_33-AFP_ENG_20070629.0339.LDC2009T13_110_17,AFP_ENG_20070629.0339.LDC2009T13_110,Jacques Kallis-Graeme Smith,,0.008,"{But,a,fourth-wicket,stand,of,85,between,van,Wyk,"","",batting,in,place,of,injured,regular,captain,Graeme,Smith,"","",and,Jean-Paul,Duminy,-LRB-,40,-RRB-,repaired,some,of,the,early,damage,after,Jacques,Kallis,and,Herschelle,Gibbs,both,fell,cheaply,.}",33,2,17,2
APW_ENG_20070314.0777.LDC2009T13_316_57-APW_ENG_20070314.0777.LDC2009T13_316_51,APW_ENG_20070314.0777.LDC2009T13_316,David Weir-Stephen Pressley,,0.012,"{Defenders,:,Graham,Alexander,-LRB-,Preston,-RRB-,"","",Russell,Anderson,-LRB-,Aberdeen,-RRB-,"","",Gary,Caldwell,-LRB-,Celtic,-RRB-,"","",Christian,Dailly,-LRB-,West,Ham,-RRB-,"","",Stephen,McManus,-LRB-,Celtic,-RRB-,"","",Jackie,McNamara,-LRB-,Wolves,-RRB-,"","",Graeme,Murty,-LRB-,Reading,-RRB-,"","",Gary,Naysmith,-LRB-,Everton,-RRB-,"","",Stephen,Pressley,-LRB-,Celtic,-RRB-,"","",David,Weir,-LRB-,Rangers,-RRB-}",57,2,51,2
APW_ENG_20071011.0358.LDC2009T13_111_12-APW_ENG_20071011.0358.LDC2009T13_111_24,APW_ENG_20071011.0358.LDC2009T13_111,Mark Boucher-Makhaya Ntini,,0.004,"{Still,to,bat,:,Ashwell,Prince,"","",A.,B.,de,Villiers,"","",Mark,Boucher,"","",Andre,Nel,"","",Paul,Harris,"","",Dale,Steyn,"","",Makhaya,Ntini,.}",12,2,24,2
NYT_ENG_20081211.0115.LDC2009T13_767_11-NYT_ENG_20081211.0115.LDC2009T13_767_8,NYT_ENG_20081211.0115.LDC2009T13_767,Sam Rockwell-Michael Sheen,f,0.036,"{DIRECTOR,:,Ron,HowardCAST,:,Frank,Langella,"","",Michael,Sheen,"","",Sam,Rockwell,"","",Oliver,Platt,"","",Kevin,Bacon}",11,2,8,2
LTW_ENG_20071215.0133.LDC2009T13_237_41-LTW_ENG_20071215.0133.LDC2009T13_237_9,LTW_ENG_20071215.0133.LDC2009T13_237,Donald Fehr-Waxman,,0.024,"{Hours,after,the,Mitchell,Report,'s,release,Thursday,"","",Waxman,and,Davis,were,warming,up,for,a,new,round,of,hearings,"","",calling,for,new,proceedings,with,former,Sen.,George,Mitchell,"","",baseball,Commissioner,Bud,Selig,and,players,',union,president,Donald,Fehr,as,early,as,next,week,.}",41,2,9,1
88390@0_32-88390@0_0,88390@0,Paul Newman-James Costigan,,0.016,"{James,Costigan,"","",an,Emmy-winning,writer,for,television,who,worked,with,some,of,the,leading,actors,of,the,postwar,years,"","",among,them,Katharine,Hepburn,"","",Laurence,Olivier,"","",Joanne,Woodward,and,Paul,Newman,"","",died,on,Dec.,19,at,his,home,on,Bainbridge,Island,"","",Wash.,.}",32,2,0,2
NYT_ENG_20070403.0079.LDC2009T13_386_33-NYT_ENG_20070403.0079.LDC2009T13_386_27,NYT_ENG_20070403.0079.LDC2009T13_386,Noah-Corey Brewer,,0,"{This,is,probably,the,end,of,a,wonderful,run,by,the,Gators,"","",with,guard,Lee,Humphrey,graduating,and,their,trio,of,potential,NBA,lottery,picks,--,Corey,Brewer,"","",Al,Horford,and,Noah,--,expected,to,declare,early,for,the,draft,.}",33,1,27,2
eng-WL-11-174592-12942146_0_0-eng-WL-11-174592-12942146_0_5,eng-WL-11-174592-12942146_0,Kelly Clarkson-Clive Davis Liars,,0.09,"{Kelly,Clarkson,Calls,Label,"","",Clive,Davis,Liars}",0,2,5,3
APW_ENG_20070821.1160.LDC2009T13_822_84-APW_ENG_20070821.1160.LDC2009T13_822_76,APW_ENG_20070821.1160.LDC2009T13_822,Dale Earnhardt Jr.-Robby Gordon,,0.004,"{Leaders,Summary,-LRB-,Driver,"","",Times,Led,"","",Laps,Led,-RRB-,:,Kurt,Busch,"","",4,for,92,laps,;,Matt,Kenseth,"","",4,for,31,laps,;,Jeff,Gordon,"","",2,for,25,laps,;,Greg,Biffle,"","",1,for,20,laps,;,Jimmie,Johnson,"","",1,for,15,laps,;,Brian,Vickers,"","",3,for,11,laps,;,Ward,Burton,"","",1,for,4,laps,;,Ryan,Newman,"","",1,for,2,laps,;,Robby,Gordon,"","",1,for,2,laps,;,Dale,Earnhardt,Jr.,"","",1,for,1,lap,.}",84,3,76,2
AFP_ENG_20070908.0252.LDC2009T13_173_6-AFP_ENG_20070908.0252.LDC2009T13_173_24,AFP_ENG_20070908.0252.LDC2009T13_173,Abdur Razzak-Mohammad Nazimuddin,,0.02,"{Scotland,91-7,in,20,overs,-LRB-,Abdur,Razzak,2-6,"","",Mashrafe,Mortaza,2-42,"","",Shakib-Al,Hasan,2-28,-RRB-,Bangaldesh,148-4,in,16,overs,-LRB-,Mohammad,Nazimuddin,74,"","",Aftab,Ahmed,22,-RRB-}",6,2,24,2
APW_ENG_20080206.0138.LDC2009T13_169_4-APW_ENG_20080206.0138.LDC2009T13_169_0,APW_ENG_20080206.0138.LDC2009T13_169,Stewart-Refoua,,0.018,"{Refoua,also,has,named,Stewart,'s,62-year-old,father,Rod,Stewart,and,James,``,Country,'',Davis,as,defendants,.}",4,1,0,1
APW_ENG_20070722.0177.LDC2009T13_932_0-APW_ENG_20070722.0177.LDC2009T13_932_15,APW_ENG_20070722.0177.LDC2009T13_932,David DeJesus-Tony Pena Jr.,,0.036,"{David,DeJesus,',groundout,made,it,8-7,"","",and,Mark,Grudzielanek,'s,single,brought,in,Tony,Pena,Jr.,with,the,tying,run,.}",0,2,15,3
eng-WL-107-174567-12932355_13_40-eng-WL-107-174567-12932355_13_29,eng-WL-107-174567-12932355_13,Stella Doreen-Wolfgang Puck,,0.042,"{Anthony,"","",PacificCoastNews.com,Here,is,Tori,Spelling,being,seen,sporting,a,fairly,healthy,post-pregnancy,body,as,she,heads,out,for,a,dinner,date,with,her,hubby,Dean,McDermott,at,Wolfgang,Puck,'s,newest,restaurant,in,L.A.,Tori,'s,latest,bambino,Stella,Doreen,is,just,only,a,few,weeks,old,"","",and,Tori,is,looking,fabulous,in,her,new,mom,figure,.}",40,2,29,2
AFP_ENG_20071112.0653.LDC2009T13_221_0-AFP_ENG_20071112.0653.LDC2009T13_221_7,AFP_ENG_20071112.0653.LDC2009T13_221,Barack Obama-Hillary Clinton,,0.01,"{Barack,Obama,and,John,Edwards,"","",chasing,Hillary,Clinton,in,a,tense,"","",tight,Democratic,race,in,Iowa,"","",know,the,state,may,ignite,or,snuff,out,their,hopes,.}",0,2,7,2
LTW_ENG_20071208.0130.LDC2009T13_239_17-LTW_ENG_20071208.0130.LDC2009T13_239_0,LTW_ENG_20071208.0130.LDC2009T13_239,Clinton-Ruth Harkin,,0.382,"{Ruth,Harkin,"","",the,wife,of,Sen.,Tom,Harkin,"","",D-Iowa,"","",has,remained,virtually,attached,to,Clinton,'s,side,for,much,of,the,race,.}",17,1,0,2
NYT_ENG_20071223.0166.LDC2009T13_257_18-NYT_ENG_20071223.0166.LDC2009T13_257_22,NYT_ENG_20071223.0166.LDC2009T13_257,Berry Gordy-Tracee Ellis Ross,,0.064,"{Ross,was,accompanied,by,her,five,photogenic,children,:,Rhonda,Ross,Kendrick,-LRB-,her,daughter,by,Motown,founder,Berry,Gordy,-RRB-,"","",Tracee,Ellis,Ross,-LRB-,star,of,``,Girlfriends,'',-RRB-,"","",Chudney,Silberstein,"","",Ross,Arne,Naess,and,Evan,Ross,-LRB-,co-star,of,the,2006,movie,``,ATL,'',-RRB-,.}",18,2,22,3
NYT_ENG_20080327.0131.LDC2009T13_805_23-NYT_ENG_20080327.0131.LDC2009T13_805_15,NYT_ENG_20080327.0131.LDC2009T13_805,Rob Brown-Hinds,,0.002,"{Starring,Ryan,Phillippe,"","",Abbie,Cornish,"","",Channing,Tatum,"","",Joseph,Gordon-Levitt,"","",Ciar,n,Hinds,"","",Timothy,Olyphant,"","",Victor,Rasuk,and,Rob,Brown,.}",23,2,15,1
eng-WL-11-174573-12960777_6140_41-eng-WL-11-174573-12960777_6140_51,eng-WL-11-174573-12960777_6140,Konrad Dippel-Mary,,0.002,"{More,recently,"","",Radu,Florescu,"","",in,his,book,In,Search,of,Frankenstein,"","",argued,that,Mary,and,Percy,Shelley,stayed,at,Castle,Frankenstein,on,their,way,to,Switzerland,"","",near,Darmstadt,along,the,Rhine,"","",where,a,notorious,alchemist,named,Konrad,Dippel,had,experimented,with,human,bodies,"","",but,that,Mary,suppressed,mentioning,this,visit,"","",to,maintain,her,public,claim,of,originality,.}",41,2,51,1
149989@0_3-149989@0_15,149989@0,Bill Clinton-Barack Obama,f,0.14,"{WASHINGTON,Former,President,Bill,Clinton,has,agreed,to,all,of,the,conditions,sought,by,President-elect,Barack,Obama,'s,transition,team,to,eliminate,potential,conflicts,of,interest,if,Sen.,Hillary,Rodham,Clinton,becomes,secretary,of,state,"","",people,close,to,the,Clintons,said,Wednesday,.}",3,2,15,2
NYT_ENG_20080417.0215.LDC2009T13_1397_50-NYT_ENG_20080417.0215.LDC2009T13_1397_15,NYT_ENG_20080417.0215.LDC2009T13_1397,Jan Kallish-Daryl Roth,,0.016,"{Presented,by,Jujamcyn,Theaters,"","",Jordan,Roth,"","",Harvey,""Entertainment\\/Ron"",Fierstein,"","",Richie,Jackson,"","",Daryl,Roth,"","",John,O'Boyle,""\\/"",Ricky,Stevens,""\\/"",Davis-Tolentino,and,Barbra,""Russell\\/Ron"",Sharpe,"","",in,association,with,Frankel-Baruch-Viertel-Routh,Group,"","",Broadway,Across,America,"","",True,Love,Productions,"","",Rick,""Steiner\\/Mayerson-Bell-Staton"",-,Osher,Group,and,Jan,Kallish,.}",50,2,15,2
132564@4_6-132564@4_14,132564@4,Musharraf-Sharif,,0.01,"{The,passage,from,an,increasingly,autocratic,Musharraf,to,the,shady,pair,of,Zardari,and,Sharif,has,left,the,Bush,administration,facing,the,fallout,from,yet,one,more,policy,failure,.}",6,1,14,1
eng-WL-109-174581-12950831_337_20-eng-WL-109-174581-12950831_337_32,eng-WL-109-174581-12950831_337,Mary Steenburgen-Claudia Well,,0.012,"{The,other,members,of,the,movie,'s,advisory,board,"","",alongside,Jake,"","",are,Ted,Danson,"","",Gideon,Lester,"","",Mary,Steenburgen,"","",Brad,Silberling,-LRB-,of,Moonlight,Mile,fame,-RRB-,and,Claudia,Well,.}",20,2,32,2
